,lnAStack,EStack,lnALoop,ELoop,lnAEnd,EEnd,lnAStackLoop,EStackLoop,lnAStackEnd,EStackEnd,lnALoopEnd,ELoopEnd,lnAStackStack,EStackStack,bimolecular_scaling
0,6.862188009792642,1.1050188617808643,8.919008601712743,0.28914814819901496,10.300290929585044,1.4646050098130614,9.99305178330755,0.5855390117971976,2.323867808779168,-8.291600989009117,3.260276952645979,-0.8838814990099266,12.7577996742393,-2.022069242304191,0.038013064138865856
1,6.862188009792642,1.1050188617808643,8.919008601712743,0.28914814819901496,10.300290929585044,1.4224218478342148,9.99305178330755,0.6013336487072249,2.197499979075152,-8.291600989009117,3.260276952645979,-0.8949803485480754,12.7577996742393,-2.022069242304191,0.038013064138865856
2,6.862188009792642,1.1050188617808643,8.919008601712743,0.28914814819901496,10.300290929585044,1.4046279531028287,9.99305178330755,0.6041628475172799,2.197499979075152,-8.291600989009117,3.260276952645979,-0.8949803485480754,12.7577996742393,-2.022069242304191,0.05166436058738226
3,6.862188009792642,1.1050188617808643,8.919008601712743,0.2986442299083381,10.273134700319636,1.3521019810351265,9.99305178330755,0.6041628475172799,1.9915201726178806,-8.291600989009117,3.260276952645979,-0.8701693945198228,12.74532887356626,-2.022069242304191,0.05166436058738226
4,6.862188009792642,1.1050188617808643,8.919008601712743,0.2986442299083381,10.498477053281905,1.3521019810351265,9.99305178330755,0.6041628475172799,1.9915201726178806,-8.291600989009117,3.260276952645979,-0.8446712405647093,12.74532887356626,-2.022069242304191,0.05166436058738226
5,6.862188009792642,1.1050188617808643,8.924462502804365,0.3371513054396661,10.527792352143651,1.3214944014197993,9.99305178330755,0.6008843972306374,1.9915201726178806,-8.278067575066817,3.0816277377903694,-0.7709476992634317,12.74532887356626,-2.20352073236219,0.05166436058738226
6,6.862188009792642,1.1050188617808643,8.924462502804365,0.3393228076364405,10.460722749433756,1.319146739199337,9.938227621737536,0.6008843972306374,1.9915201726178806,-8.278067575066817,3.0816277377903694,-0.7709476992634317,12.036003757350656,-1.9507199464537908,0.05166436058738226
7,6.862188009792642,1.1050188617808643,8.933151100528935,0.3393228076364405,10.460722749433756,1.3806644365535128,9.962424000781242,0.4953696615987606,0.7680582213443,-8.278067575066817,3.0816277377903694,-0.8631455775567902,11.637996048016156,-2.515444098928841,0.05166436058738226
8,6.914413031884633,1.1050188617808643,8.933151100528935,0.3773811276382736,10.460722749433756,1.3806644365535128,9.962424000781242,0.4953696615987606,0.7680582213443,-8.278067575066817,3.0816277377903694,-0.8631455775567902,11.637996048016156,-2.193091945133026,0.05166436058738226
9,6.914413031884633,1.1050188617808643,8.933151100528935,0.38016038811213215,10.511681347505586,1.4634799505387028,9.962424000781242,0.5376118889306511,2.6711896252051384,-7.659127700302597,2.862833827306013,-1.0874276429287728,12.505686900829149,-2.1469720208817553,0.05166436058738226
10,6.914413031884633,1.0880383219450938,8.997695973842289,0.3802208336720203,10.854499715175908,1.5869215135515333,9.602454457742331,0.4915343952245807,2.9972794678629104,-6.051551775086075,2.862833827306013,-1.1370806644791691,12.993013303262348,-2.1469720208817553,0.05166436058738226
11,6.914413031884633,1.1382081837944396,8.997695973842289,0.3802208336720203,10.658269401340398,1.5365680153513652,9.602454457742331,0.49610088595949386,2.9972794678629104,-7.010919774784169,2.862833827306013,-1.2879312086576062,12.761199373952609,-1.9770491105416401,0.05166436058738226
12,6.914413031884633,1.1382081837944396,8.997695973842289,0.3802208336720203,10.630163865378567,1.5365680153513652,10.005927425066576,0.5060721434772546,2.4138941772127027,-6.991299357984405,2.862833827306013,-1.3628788829593832,12.761199373952609,-1.9770491105416401,0.058141397184601526
13,6.914413031884633,1.1382081837944396,8.997695973842289,0.3802208336720203,10.924231146097169,1.5365680153513652,10.005927425066576,0.4955598819601162,3.3776107561598137,-6.991299357984405,2.6568724822028007,-1.2809523935438412,12.44270843587477,-1.9770491105416401,0.058141397184601526
14,6.914413031884633,1.1382081837944396,8.997695973842289,0.4074849174220663,10.77142751440061,1.5365680153513652,10.090792009788634,0.6010974358917219,4.337914254825279,-5.35885840593509,2.4624227223287556,-1.1710088709284578,12.44270843587477,-2.347003090041711,0.05772798410190797
15,6.914413031884633,1.1382081837944396,9.049896557912634,0.3786115919211174,10.77142751440061,1.5772997879689967,10.090792009788634,0.5828760817311525,4.93642970113595,-6.149657717844877,2.411057627577686,-1.3420022449256221,12.929897286569858,-2.0105062176934485,0.05772798410190797
16,6.914413031884633,1.1382081837944396,8.99546616972075,0.3786115919211174,10.828801578465917,1.6834612769056778,10.152569136434664,0.5895483751853597,5.230623603645808,-5.848525549641714,2.2978858498094996,-1.3799287106013778,12.929897286569858,-2.0112163402021737,0.06082148464189831
17,6.96298118564787,1.1382081837944396,8.969141189672339,0.3786115919211174,10.949458423472578,1.697177868220755,10.068637955029535,0.6359356941014421,5.066268167086301,-5.332839792646336,2.2978858498094996,-1.2880153428509105,12.57863338706991,-1.692072768294203,0.06271294068540964
18,6.975569183762434,1.1382081837944396,8.98687100207243,0.3786115919211174,10.986976303058032,1.697177868220755,9.914545512413294,0.6359356941014421,5.066268167086301,-5.332839792646336,2.2978858498094996,-1.2363737754377733,12.778619894638798,-1.692072768294203,0.06271294068540964
19,6.935920135204221,1.1253799746438613,8.98687100207243,0.3786115919211174,10.986976303058032,1.8498890076027248,9.914545512413294,0.6359356941014421,3.894585553751668,-6.601327368784209,2.2978858498094996,-1.2363737754377733,12.778619894638798,-2.108576760237696,0.06271294068540964
